--------- beginning of events
12-15 10:38:22.610   251   251 I auditd  : type=1403 audit(0.0:2): policy loaded auid=4294967295 ses=4294967295
--------- beginning of system
12-15 10:38:28.884   254   254 I vold    : Vold 3.0 (the awakening) firing up
12-15 10:38:28.885   254   254 V vold    : Detected support for: exfat ext4 ntfs vfat
12-15 10:38:28.890   254   254 W Vold    : Tearing down stale mount /storage/usbotg
12-15 10:38:28.890   254   254 W Vold    : Tearing down stale mount /mnt/media_rw
12-15 10:38:29.201   254   264 V vold    : /system/bin/sgdisk
12-15 10:38:29.201   254   264 V vold    :     --android-dump
12-15 10:38:29.201   254   264 V vold    :     /dev/block/vold/disk:179_128
12-15 10:38:29.205   254   266 D vold    : e4crypt_init_user0
12-15 10:38:29.206   254   266 D vold    : e4crypt_prepare_user_storage for volume null, user 0, serial 0, flags 1
12-15 10:38:29.206   254   266 D vold    : Preparing: /data/system/users/0
12-15 10:38:29.208   254   266 D vold    : Preparing: /data/misc/profiles/cur/0
12-15 10:38:29.209   254   266 D vold    : Preparing: /data/misc/profiles/cur/0/foreign-dex
12-15 10:38:29.210   254   266 D vold    : Preparing: /data/system_de/0
12-15 10:38:29.210   254   266 D vold    : Preparing: /data/misc_de/0
12-15 10:38:29.211   254   266 D vold    : Preparing: /data/user_de/0
12-15 10:38:29.213   254   266 D vold    : e4crypt_unlock_user_key 0 serial=0 token_present=0
12-15 10:38:29.526   254   264 V vold    : DISK gpt CBC83FD9-4235-4453-8D69-6B98D2518C8B
12-15 10:38:29.526   254   264 V vold    : 
12-15 10:38:29.527   254   264 V vold    : PART 1 EBD0A0A2-B9E5-4433-87C0-68B6B72699C7 6364D990-56C9-45B7-991C-554740580B3D Microsoft basic data
12-15 10:38:29.527   254   264 V vold    : 
12-15 10:38:30.160   256   256 I auditd  : type=1400 audit(0.0:3): avc: denied { read write } for comm="logd.daemon" name="mmcblk0p6" dev="tmpfs" ino=325 scontext=u:r:logd:s0 tcontext=u:object_r:block_device:s0 tclass=blk_file permissive=1
12-15 10:38:30.160   256   256 I auditd  : type=1400 audit(0.0:4): avc: denied { open } for comm="logd.daemon" path="/dev/block/mmcblk0p6" dev="tmpfs" ino=325 scontext=u:r:logd:s0 tcontext=u:object_r:block_device:s0 tclass=blk_file permissive=1
12-15 10:38:31.000   281   281 I auditd  : type=1400 audit(0.0:5): avc: denied { write } for comm="surfaceflinger" name="trace_marker" dev="debugfs" ino=1051 scontext=u:r:surfaceflinger:s0 tcontext=u:object_r:debugfs:s0 tclass=file permissive=1
12-15 10:38:31.000   281   281 I auditd  : type=1400 audit(0.0:6): avc: denied { open } for comm="surfaceflinger" path="/sys/kernel/debug/tracing/trace_marker" dev="debugfs" ino=1051 scontext=u:r:surfaceflinger:s0 tcontext=u:object_r:debugfs:s0 tclass=file permissive=1
12-15 10:38:32.220   295   295 I auditd  : type=1400 audit(0.0:7): avc: denied { write } for comm="cameraserver" name="trace_marker" dev="debugfs" ino=1051 scontext=u:r:cameraserver:s0 tcontext=u:object_r:debugfs:s0 tclass=file permissive=1
12-15 10:38:32.220   295   295 I auditd  : type=1400 audit(0.0:8): avc: denied { open } for comm="cameraserver" path="/sys/kernel/debug/tracing/trace_marker" dev="debugfs" ino=1051 scontext=u:r:cameraserver:s0 tcontext=u:object_r:debugfs:s0 tclass=file permissive=1
12-15 10:38:32.280   403   403 I auditd  : type=1400 audit(0.0:9): avc: denied { read } for comm="nvram_daemon" name="boot_mode" dev="sysfs" ino=117 scontext=u:r:nvram_daemon:s0 tcontext=u:object_r:sysfs:s0 tclass=file permissive=1
12-15 10:38:32.280   403   403 I auditd  : type=1400 audit(0.0:10): avc: denied { open } for comm="nvram_daemon" path="/sys/devices/virtual/BOOT/BOOT/boot/boot_mode" dev="sysfs" ino=117 scontext=u:r:nvram_daemon:s0 tcontext=u:object_r:sysfs:s0 tclass=file permissive=1
12-15 10:38:32.625   294   294 I liblog  : 196
12-15 10:38:32.716   294   415 I liblog  : 115
12-15 10:38:33.070   293   293 I boot_progress_start: 12853
12-15 10:39:09.005   424   474 D RILMUXD : [gsm0710muxd] 2403:extract_frames(): write() returned. Written 2/2 bytes of frame to /dev/pts/2
12-15 10:39:09.005   424   474 D RILMUXD : [gsm0710muxd] 2408:extract_frames(): fsync() failed (-1, 22 - Invalid argument)
12-15 10:39:09.006   281   281 I sf_frame_dur: [BootAnimation,57,922,4,0,1,0,0]
12-15 10:39:09.027   532   865 I Telecom : PhoneAccountRegistrar: [ComponentInfo{com.android.phone/com.android.services.telephony.TelephonyConnectionService}, [e0184adedf913b076626646d3f52c3b49c39ad6d], UserHandle{0}(icon: Icon(typ=BITMAP size=38x48) -> Icon(typ=BITMAP size=38x48))]: TSI.rPA@AAs
12-15 10:39:09.030   532   865 I Telecom : : Sending phone-account registered intent as user: TSI.rPA@AAs
12-15 10:39:09.030   424   474 D RILMUXD : [gsm0710muxd] 1643:gsm0710_base_buffer_get_frame(): Get a complete frame. ch:5, ctrl:239, len:121
12-15 10:39:09.030   424   474 D RILMUXD : [gsm0710muxd] 2383:extract_frames(): Writing 121 byte frame received on channel 5 to /dev/pts/5
12-15 10:39:09.030   424   474 D RILMUXD : [gsm0710muxd] 2403:extract_frames(): write() returned. Written 121/121 bytes of frame to /dev/pts/5
12-15 10:39:09.030   424   474 D RILMUXD : [gsm0710muxd] 2408:extract_frames(): fsync() failed (-1, 22 - Invalid argument)
12-15 10:39:09.031   424   474 D RILMUXD : [gsm0710muxd] 1643:gsm0710_base_buffer_get_frame(): Get a complete frame. ch:5, ctrl:239, len:6
12-15 10:39:09.031   424   474 D RILMUXD : [gsm0710muxd] 2383:extract_frames(): Writing 6 byte frame received on channel 5 to /dev/pts/5
12-15 10:39:09.031   424   474 D RILMUXD : [gsm0710muxd] 2403:extract_frames(): write() returned. Written 6/6 bytes of frame to /dev/pts/5
12-15 10:39:09.031   424   474 D RILMUXD : [gsm0710muxd] 2408:extract_frames(): fsync() failed (-1, 22 - Invalid argument)
12-15 10:39:09.032   424   480 D RILMUXD : [gsm0710muxd] 3614:poll_thread(): poll_thread select found
12-15 10:39:09.032   424   480 D RILMUXD : [gsm0710muxd] 1045:pseudo_device_read(): Enter, LackofAtciChannel=0
12-15 10:39:09.032   424   480 D RILMUXD : [gsm0710muxd] 657:write_frame(): Sending frame to channel 5
12-15 10:39:09.032   424   480 D RILMUXD : [gsm0710muxd] 766:write_frame(): Write a frame on channel 5 with length 35
12-15 10:39:09.053  1111  1268 I chatty  : uid=1001(radio) Binder:1111_5 expire 6 lines
12-15 10:39:09.060   424   474 D RILMUXD : [gsm0710muxd] 1643:gsm0710_base_buffer_get_frame(): Get a complete frame. ch:5, ctrl:239, len:121
12-15 10:39:09.060   424   474 D RILMUXD : [gsm0710muxd] 2383:extract_frames(): Writing 121 byte frame received on channel 5 to /dev/pts/5
12-15 10:39:09.060   424   474 D RILMUXD : [gsm0710muxd] 2403:extract_frames(): write() returned. Written 121/121 bytes of frame to /dev/pts/5
12-15 10:39:09.060   424   474 D RILMUXD : [gsm0710muxd] 2408:extract_frames(): fsync() failed (-1, 22 - Invalid argument)
12-15 10:39:09.060   424   474 D RILMUXD : [gsm0710muxd] 1643:gsm0710_base_buffer_get_frame(): Get a complete frame. ch:5, ctrl:239, len:6
12-15 10:39:09.061   424   474 D RILMUXD : [gsm0710muxd] 2383:extract_frames(): Writing 6 byte frame received on channel 5 to /dev/pts/5
12-15 10:39:09.061   424   474 D RILMUXD : [gsm0710muxd] 2403:extract_frames(): write() returned. Written 6/6 bytes of frame to /dev/pts/5
12-15 10:39:09.061   424   474 D RILMUXD : [gsm0710muxd] 2408:extract_frames(): fsync() failed (-1, 22 - Invalid argument)
12-15 10:39:09.062   532   546 I Telecom : PhoneAccountRegistrar: [ComponentInfo{com.android.phone/com.android.services.telephony.TelephonyConnectionService}, [e0184adedf913b076626646d3f52c3b49c39ad6d], UserHandle{0}(icon: Icon(typ=BITMAP size=38x48) -> Icon(typ=BITMAP size=38x48))]: TSI.rPA@AA4
12-15 10:39:09.065   532   546 I Telecom : : Sending phone-account registered intent as user: TSI.rPA@AA4
12-15 10:39:09.065   424   480 D RILMUXD : [gsm0710muxd] 3614:poll_thread(): poll_thread select found
12-15 10:39:09.065   424   480 D RILMUXD : [gsm0710muxd] 1045:pseudo_device_read(): Enter, LackofAtciChannel=0
12-15 10:39:09.065   424   480 D RILMUXD : [gsm0710muxd] 657:write_frame(): Sending frame to channel 5
12-15 10:39:09.065   424   480 D RILMUXD : [gsm0710muxd] 766:write_frame(): Write a frame on channel 5 with length 35
12-15 10:39:09.084   532   865 I Telecom : PhoneAccountRegistrar: [ComponentInfo{com.android.phone/com.android.services.telephony.TelephonyConnectionService}, [e0184adedf913b076626646d3f52c3b49c39ad6d], UserHandle{0}(icon: Icon(typ=BITMAP size=38x48) -> Icon(typ=BITMAP size=38x48))]: TSI.rPA@AA8
12-15 10:39:09.086   532   865 I Telecom : : Sending phone-account registered intent as user: TSI.rPA@AA8
12-15 10:39:09.093   424   474 D RILMUXD : [gsm0710muxd] 1643:gsm0710_base_buffer_get_frame(): Get a complete frame. ch:5, ctrl:239, len:121
12-15 10:39:09.093   424   474 D RILMUXD : [gsm0710muxd] 2383:extract_frames(): Writing 121 byte frame received on channel 5 to /dev/pts/5
12-15 10:39:09.093   424   474 D RILMUXD : [gsm0710muxd] 2403:extract_frames(): write() returned. Written 121/121 bytes of frame to /dev/pts/5
12-15 10:39:09.093   424   474 D RILMUXD : [gsm0710muxd] 2408:extract_frames(): fsync() failed (-1, 22 - Invalid argument)
12-15 10:39:09.096   424   474 D RILMUXD : [gsm0710muxd] 1643:gsm0710_base_buffer_get_frame(): Get a complete frame. ch:5, ctrl:239, len:6
12-15 10:39:09.097   424   474 D RILMUXD : [gsm0710muxd] 2383:extract_frames(): Writing 6 byte frame received on channel 5 to /dev/pts/5
12-15 10:39:09.097   424   474 D RILMUXD : [gsm0710muxd] 2403:extract_frames(): write() returned. Written 6/6 bytes of frame to /dev/pts/5
12-15 10:39:09.097   424   474 D RILMUXD : [gsm0710muxd] 2408:extract_frames(): fsync() failed (-1, 22 - Invalid argument)
12-15 10:39:09.104   424   480 D RILMUXD : [gsm0710muxd] 3614:poll_thread(): poll_thread select found
12-15 10:39:09.104   424   480 D RILMUXD : [gsm0710muxd] 1045:pseudo_device_read(): Enter, LackofAtciChannel=0
12-15 10:39:09.104   424   480 D RILMUXD : [gsm0710muxd] 657:write_frame(): Sending frame to channel 5
12-15 10:39:09.104   424   480 D RILMUXD : [gsm0710muxd] 766:write_frame(): Write a frame on channel 5 with length 35
12-15 10:39:09.139   424   474 D RILMUXD : [gsm0710muxd] 1643:gsm0710_base_buffer_get_frame(): Get a complete frame. ch:5, ctrl:239, len:121
12-15 10:39:09.139   424   474 D RILMUXD : [gsm0710muxd] 2383:extract_frames(): Writing 121 byte frame received on channel 5 to /dev/pts/5
12-15 10:39:09.139   424   474 D RILMUXD : [gsm0710muxd] 2403:extract_frames(): write() returned. Written 121/121 bytes of frame to /dev/pts/5
12-15 10:39:09.139   424   474 D RILMUXD : [gsm0710muxd] 2408:extract_frames(): fsync() failed (-1, 22 - Invalid argument)
12-15 10:39:09.140   424   474 D RILMUXD : [gsm0710muxd] 1643:gsm0710_base_buffer_get_frame(): Get a complete frame. ch:5, ctrl:239, len:6
12-15 10:39:09.141   424   474 D RILMUXD : [gsm0710muxd] 2383:extract_frames(): Writing 6 byte frame received on channel 5 to /dev/pts/5
12-15 10:39:09.141   424   474 D RILMUXD : [gsm0710muxd] 2403:extract_frames(): write() returned. Written 6/6 bytes of frame to /dev/pts/5
12-15 10:39:09.141   424   474 D RILMUXD : [gsm0710muxd] 2408:extract_frames(): fsync() failed (-1, 22 - Invalid argument)
12-15 10:39:09.197  1111  1187 I chatty  : uid=1001(radio) GsmCellBroadcas expire 1 line
12-15 10:39:09.243  1111  1189 I chatty  : uid=1001(radio) CellBroadcastHa expire 1 line
12-15 10:39:09.258  1111  1193 I chatty  : uid=1001(radio) CdmaServiceCate expire 1 line
12-15 10:39:09.294  1111  1111 D MccTable: updateMccMncConfiguration mccmnc='25011' fromServiceState=false
12-15 10:39:09.296  1111  1111 D MccTable: updateMccMncConfiguration defaultMccMnc=25011
12-15 10:39:09.296  1111  1111 D MccTable: updateMccMncConfiguration: mcc=250, mnc=11
12-15 10:39:09.296  1111  1111 D MccTable: updateMccMncConfiguration updateConfig config={1.0 250mcc11mnc ?localeList ?layoutDir ?swdp ?wdp ?hdp ?density ?lsize ?long ?orien ?uimode ?night ?touch ?keyb/?/? ?nav/?}
12-15 10:39:09.427  1111  1217 I chatty  : uid=1001(radio) GsmCellBroadcas expire 1 line
12-15 10:39:09.439  1111  1219 I chatty  : uid=1001(radio) CellBroadcastHa expire 1 line
12-15 10:39:09.448   532   545 I Telecom : PhoneAccountRegistrar: [ComponentInfo{com.android.phone/com.android.services.telephony.TelephonyConnectionService}, [e0184adedf913b076626646d3f52c3b49c39ad6d], UserHandle{0}(icon: Icon(typ=BITMAP size=38x48) -> Icon(typ=BITMAP size=38x48))]: TSI.rPA@ABI
12-15 10:39:09.450  1111  1222 I chatty  : uid=1001(radio) CdmaServiceCate expire 1 line
12-15 10:39:09.451   532   545 I Telecom : : Sending phone-account registered intent as user: TSI.rPA@ABI
12-15 10:39:09.491   424   480 D RILMUXD : [gsm0710muxd] 3614:poll_thread(): poll_thread select found
12-15 10:39:09.491   424   480 D RILMUXD : [gsm0710muxd] 1045:pseudo_device_read(): Enter, LackofAtciChannel=0
12-15 10:39:09.491   424   480 D RILMUXD : [gsm0710muxd] 657:write_frame(): Sending frame to channel 5
12-15 10:39:09.491   424   480 D RILMUXD : [gsm0710muxd] 766:write_frame(): Write a frame on channel 5 with length 48
12-15 10:39:09.499   424   474 D RILMUXD : [gsm0710muxd] 1643:gsm0710_base_buffer_get_frame(): Get a complete frame. ch:5, ctrl:239, len:6
12-15 10:39:09.499   424   474 D RILMUXD : [gsm0710muxd] 2383:extract_frames(): Writing 6 byte frame received on channel 5 to /dev/pts/5
12-15 10:39:09.499   424   474 D RILMUXD : [gsm0710muxd] 2403:extract_frames(): write() returned. Written 6/6 bytes of frame to /dev/pts/5
12-15 10:39:09.499   424   474 D RILMUXD : [gsm0710muxd] 2408:extract_frames(): fsync() failed (-1, 22 - Invalid argument)
12-15 10:39:09.500   424   480 D RILMUXD : [gsm0710muxd] 3614:poll_thread(): poll_thread select found
12-15 10:39:09.500   424   480 D RILMUXD : [gsm0710muxd] 1045:pseudo_device_read(): Enter, LackofAtciChannel=0
12-15 10:39:09.500   424   480 D RILMUXD : [gsm0710muxd] 657:write_frame(): Sending frame to channel 5
12-15 10:39:09.500   424   480 D RILMUXD : [gsm0710muxd] 766:write_frame(): Write a frame on channel 5 with length 53
12-15 10:39:09.500   532   559 I wm_boot_animation_done: 49283
12-15 10:39:09.502   532   559 I SystemServiceManager: Starting phase 1000
12-15 10:39:09.508   424   474 D RILMUXD : [gsm0710muxd] 1643:gsm0710_base_buffer_get_frame(): Get a complete frame. ch:5, ctrl:239, len:6
12-15 10:39:09.508   424   474 D RILMUXD : [gsm0710muxd] 2383:extract_frames(): Writing 6 byte frame received on channel 5 to /dev/pts/5
12-15 10:39:09.508   424   474 D RILMUXD : [gsm0710muxd] 2403:extract_frames(): write() returned. Written 6/6 bytes of frame to /dev/pts/5
12-15 10:39:09.508   424   474 D RILMUXD : [gsm0710muxd] 2408:extract_frames(): fsync() failed (-1, 22 - Invalid argument)
12-15 10:39:09.526   424   480 D RILMUXD : [gsm0710muxd] 3614:poll_thread(): poll_thread select found
12-15 10:39:09.526   424   480 D RILMUXD : [gsm0710muxd] 1045:pseudo_device_read(): Enter, LackofAtciChannel=0
12-15 10:39:09.526   424   480 D RILMUXD : [gsm0710muxd] 657:write_frame(): Sending frame to channel 5
12-15 10:39:09.526   424   480 D RILMUXD : [gsm0710muxd] 766:write_frame(): Write a frame on channel 5 with length 11
12-15 10:39:09.527   424   474 D RILMUXD : [gsm0710muxd] 1643:gsm0710_base_buffer_get_frame(): Get a complete frame. ch:5, ctrl:239, len:14
12-15 10:39:09.528   424   474 D RILMUXD : [gsm0710muxd] 2383:extract_frames(): Writing 14 byte frame received on channel 5 to /dev/pts/5
12-15 10:39:09.528   424   474 D RILMUXD : [gsm0710muxd] 2403:extract_frames(): write() returned. Written 14/14 bytes of frame to /dev/pts/5
12-15 10:39:09.528   424   474 D RILMUXD : [gsm0710muxd] 2408:extract_frames(): fsync() failed (-1, 22 - Invalid argument)
12-15 10:39:09.528   424   474 D RILMUXD : [gsm0710muxd] 1643:gsm0710_base_buffer_get_frame(): Get a complete frame. ch:5, ctrl:239, len:6
12-15 10:39:09.528   424   474 D RILMUXD : [gsm0710muxd] 2383:extract_frames(): Writing 6 byte frame received on channel 5 to /dev/pts/5
12-15 10:39:09.528   424   474 D RILMUXD : [gsm0710muxd] 2403:extract_frames(): write() returned. Written 6/6 bytes of frame to /dev/pts/5
12-15 10:39:09.528   424   474 D RILMUXD : [gsm0710muxd] 2408:extract_frames(): fsync() failed (-1, 22 - Invalid argument)
12-15 10:39:09.529   424   478 D RILMUXD : [gsm0710muxd] 3614:poll_thread(): poll_thread select found
12-15 10:39:09.529   424   478 D RILMUXD : [gsm0710muxd] 1045:pseudo_device_read(): Enter, LackofAtciChannel=0
12-15 10:39:09.529   424   478 D RILMUXD : [gsm0710muxd] 657:write_frame(): Sending frame to channel 3
12-15 10:39:09.529   424   478 D RILMUXD : [gsm0710muxd] 766:write_frame(): Write a frame on channel 3 with length 9
12-15 10:39:09.530   424   480 D RILMUXD : [gsm0710muxd] 3614:poll_thread(): poll_thread select found
12-15 10:39:09.530   424   480 D RILMUXD : [gsm0710muxd] 1045:pseudo_device_read(): Enter, LackofAtciChannel=0
12-15 10:39:09.530   424   480 D RILMUXD : [gsm0710muxd] 657:write_frame(): Sending frame to channel 5
12-15 10:39:09.530   424   480 D RILMUXD : [gsm0710muxd] 766:write_frame(): Write a frame on channel 5 with length 10
12-15 10:39:09.530   424   474 D RILMUXD : [gsm0710muxd] 1643:gsm0710_base_buffer_get_frame(): Get a complete frame. ch:3, ctrl:239, len:12
12-15 10:39:09.530   424   474 D RILMUXD : [gsm0710muxd] 2383:extract_frames(): Writing 12 byte frame received on channel 3 to /dev/pts/3
12-15 10:39:09.530   424   474 D RILMUXD : [gsm0710muxd] 2403:extract_frames(): write() returned. Written 12/12 bytes of frame to /dev/pts/3
12-15 10:39:09.530   424   474 D RILMUXD : [gsm0710muxd] 2408:extract_frames(): fsync() failed (-1, 22 - Invalid argument)
12-15 10:39:09.531   424   474 D RILMUXD : [gsm0710muxd] 1643:gsm0710_base_buffer_get_frame(): Get a complete frame. ch:3, ctrl:239, len:6
12-15 10:39:09.531   424   474 D RILMUXD : [gsm0710muxd] 2383:extract_frames(): Writing 6 byte frame received on channel 3 to /dev/pts/3
12-15 10:39:09.531   424   474 D RILMUXD : [gsm0710muxd] 2403:extract_frames(): write() returned. Written 6/6 bytes of frame to /dev/pts/3
12-15 10:39:09.531   424   474 D RILMUXD : [gsm0710muxd] 2408:extract_frames(): fsync() failed (-1, 22 - Invalid argument)
12-15 10:39:09.532   424   474 D RILMUXD : [gsm0710muxd] 1643:gsm0710_base_buffer_get_frame(): Get a complete frame. ch:5, ctrl:239, len:44
12-15 10:39:09.532   424   474 D RILMUXD : [gsm0710muxd] 2383:extract_frames(): Writing 44 byte frame received on channel 5 to /dev/pts/5
12-15 10:39:09.532   424   474 D RILMUXD : [gsm0710muxd] 2403:extract_frames(): write() returned. Written 44/44 bytes of frame to /dev/pts/5
12-15 10:39:09.532   424   474 D RILMUXD : [gsm0710muxd] 2408:extract_frames(): fsync() failed (-1, 22 - Invalid argument)
12-15 10:39:09.532   424   474 D RILMUXD : [gsm0710muxd] 1643:gsm0710_base_buffer_get_frame(): Get a complete frame. ch:5, ctrl:239, len:6
12-15 10:39:09.532   424   474 D RILMUXD : [gsm0710muxd] 2383:extract_frames(): Writing 6 byte frame received on channel 5 to /dev/pts/5
12-15 10:39:09.532   424   474 D RILMUXD : [gsm0710muxd] 2403:extract_frames(): write() returned. Written 6/6 bytes of frame to /dev/pts/5
12-15 10:39:09.532   424   474 D RILMUXD : [gsm0710muxd] 2408:extract_frames(): fsync() failed (-1, 22 - Invalid argument)
12-15 10:39:09.534   424   480 D RILMUXD : [gsm0710muxd] 3614:poll_thread(): poll_thread select found
12-15 10:39:09.534   424   480 D RILMUXD : [gsm0710muxd] 1045:pseudo_device_read(): Enter, LackofAtciChannel=0
12-15 10:39:09.534   424   480 D RILMUXD : [gsm0710muxd] 657:write_frame(): Sending frame to channel 5
12-15 10:39:09.534   424   480 D RILMUXD : [gsm0710muxd] 766:write_frame(): Write a frame on channel 5 with length 12
12-15 10:39:09.535   424   474 D RILMUXD : [gsm0710muxd] 1643:gsm0710_base_buffer_get_frame(): Get a complete frame. ch:5, ctrl:239, len:6
12-15 10:39:09.535   424   474 D RILMUXD : [gsm0710muxd] 2383:extract_frames(): Writing 6 byte frame received on channel 5 to /dev/pts/5
12-15 10:39:09.535   424   474 D RILMUXD : [gsm0710muxd] 2403:extract_frames(): write() returned. Written 6/6 bytes of frame to /dev/pts/5
12-15 10:39:09.535   424   474 D RILMUXD : [gsm0710muxd] 2408:extract_frames(): fsync() failed (-1, 22 - Invalid argument)
12-15 10:39:09.555   532   803 E LiveDisplay: Color temperature out of range: 0
12-15 10:39:09.578   532   559 I am_proc_start: [0,1275,10035,com.google.android.ext.services,on-hold,]
12-15 10:39:09.578   532   559 I ActivityManager: Start proc 1275:com.google.android.ext.services/u0a35 for on-hold
12-15 10:39:09.586   532   559 D ActivityManager: Finishing user boot 0
12-15 10:39:09.588   532   559 I sysui_histogram: [framework_locked_boot_completed,49]
12-15 10:39:09.590   532   559 D CryptdConnector: SND -> {5 cryptfs prepare_user_storage ! 0 0 2}
12-15 10:39:09.591   254   266 D vold    : e4crypt_prepare_user_storage for volume null, user 0, serial 0, flags 2
12-15 10:39:09.591   254   266 D vold    : Preparing: /data/system_ce/0
12-15 10:39:09.591   254   266 D vold    : Preparing: /data/misc_ce/0
12-15 10:39:09.591   254   266 D vold    : Preparing: /data/media/0
12-15 10:39:09.591   254   266 D vold    : Preparing: /data/data
12-15 10:39:09.592   532   651 D CryptdConnector: RCV <- {200 5 Command succeeded}
12-15 10:39:09.592   532   559 V UserManagerService: Found /data/user/0 with serial number 0
12-15 10:39:09.593   532   559 V UserManagerService: Found /data/system_ce/0 with serial number 0
12-15 10:39:09.593   532   559 V PackageManager: reconcileAppsData for null u0 0x2
12-15 10:39:10.042   532   559 V PackageManager: reconcileAppsData finished 136 packages
12-15 10:39:10.043   532  1145 I dvm_lock_sample: [system_server,1,Binder:532_5,467,ActivityManagerService.java,18710,-,7009,93]
12-15 10:39:10.044   532   549 I dvm_lock_sample: [system_server,1,ActivityManager,454,BroadcastQueue.java,760,ActivityManagerService.java,7009,90]
12-15 10:39:10.044   532   865 I dvm_lock_sample: [system_server,1,Binder:532_3,446,ActivityManagerService.java,6855,-,7009,89]
12-15 10:39:10.045   532   549 D BluetoothManagerService: User 0 unlocked
12-15 10:39:10.045   532   549 D MountService: onUnlockUser 0
12-15 10:39:10.045   532   549 D VoldConnector: SND -> {7 volume user_started 0}
12-15 10:39:10.046   532   558 D BluetoothManagerService: Message: 301
12-15 10:39:10.048   532   865 I am_proc_bound: [0,1275,com.google.android.ext.services]
12-15 10:39:10.049   254   265 D vold    : Linking /storage/emulated/0 to /mnt/user/0/primary
12-15 10:39:10.050   532   650 D VoldConnector: RCV <- {200 7 Command succeeded}
12-15 10:39:10.051   532   558 D BluetoothManagerService: MESSAGE_USER_UNLOCKED
12-15 10:39:10.053   532   649 D MountService: Volume public:179_129 broadcasting mounted to UserHandle{0}
12-15 10:39:10.055   532   649 D MountService: Volume emulated broadcasting mounted to UserHandle{0}
12-15 10:39:10.110   532   549 V BackupManagerService: No ancestral data
12-15 10:39:10.146   532   549 V BackupManagerService: Starting with transport com.google.android.gms/.backup.BackupTransportService
12-15 10:39:10.146   532   549 V BackupManagerService: Found transports: 2
12-15 10:39:10.165   532   549 I am_proc_start: [0,1304,10031,com.google.android.gms.persistent,service,com.google.android.gms/.backup.BackupTransportService]
12-15 10:39:10.165   532   549 I ActivityManager: Start proc 1304:com.google.android.gms.persistent/u0a31 for service com.google.android.gms/.backup.BackupTransportService
12-15 10:39:10.168   532   549 I BackupManagerService: Backup enabled => false
12-15 10:39:10.189   532   546 I am_proc_bound: [0,1304,com.google.android.gms.persistent]
12-15 10:39:10.214   532  1302 V KeyValueBackupJob: Scheduling k/v pass in 248 minutes
12-15 10:39:10.225   424   476 D RILMUXD : [gsm0710muxd] 3614:poll_thread(): poll_thread select found
12-15 10:39:10.225   424   476 D RILMUXD : [gsm0710muxd] 1045:pseudo_device_read(): Enter, LackofAtciChannel=0
12-15 10:39:10.226   424   476 D RILMUXD : [gsm0710muxd] 657:write_frame(): Sending frame to channel 1
12-15 10:39:10.226   424   476 D RILMUXD : [gsm0710muxd] 766:write_frame(): Write a frame on channel 1 with length 12
12-15 10:39:10.227   424   474 D RILMUXD : [gsm0710muxd] 1643:gsm0710_base_buffer_get_frame(): Get a complete frame. ch:1, ctrl:239, len:6
12-15 10:39:10.228   424   474 D RILMUXD : [gsm0710muxd] 2383:extract_frames(): Writing 6 byte frame received on channel 1 to /dev/pts/1
12-15 10:39:10.228   424   474 D RILMUXD : [gsm0710muxd] 2403:extract_frames(): write() returned. Written 6/6 bytes of frame to /dev/pts/1
12-15 10:39:10.228   424   474 D RILMUXD : [gsm0710muxd] 2408:extract_frames(): fsync() failed (-1, 22 - Invalid argument)
12-15 10:39:10.228   488   520 I chatty  : uid=1001(radio) /system/bin/mtkrild expire 4 lines
12-15 10:39:10.231   532  1302 V KeyValueBackupJob: Scheduling k/v pass in 246 minutes
12-15 10:39:10.233   532   532 V BackupManagerService: Connected to transport ComponentInfo{android/com.android.internal.backup.LocalTransportService}
12-15 10:39:10.233   532   532 V BackupManagerService: Registering transport android/com.android.internal.backup.LocalTransportService::android/com.android.internal.backup.LocalTransport = android.app.backup.BackupTransport$TransportImpl@fa13fac
12-15 10:39:10.236   532   532 I backup_transport_lifecycle: [android/com.android.internal.backup.LocalTransportService,1]
12-15 10:39:10.345   532  1145 I Telecom : PhoneAccountRegistrar: New phone account registered: [[ ] PhoneAccount: ComponentInfo{com.android.phone/com.android.services.telephony.TelephonyConnectionService}, [fb292aba8712527c3b73cd8c2bc280e7e1b54644], UserHandle{0} Capabilities: CallProvider MultiUser PlaceEmerg SimSub  Schemes: tel voicemail  Extras: null GroupId: [da39a3ee5e6b4b0d3255bfef95601890afd80709]]: TSI.rPA@ABM
12-15 10:39:10.351   532  1145 I Telecom : : Sending phone-account registered intent as user: TSI.rPA@ABM
12-15 10:39:10.366   532   546 I Telecom : : Sending phone-account unregistered intent as user: TSI.uPA@ABU
12-15 10:39:10.434   532  1145 I Telecom : PhoneAccountRegistrar: [ComponentInfo{com.android.phone/com.android.services.telephony.TelephonyConnectionService}, [fb292aba8712527c3b73cd8c2bc280e7e1b54644], UserHandle{0}(icon: Icon(typ=BITMAP size=48x48) -> Icon(typ=BITMAP size=48x48))]: TSI.rPA@ABc
12-15 10:39:10.437   532  1145 I Telecom : : Sending phone-account registered intent as user: TSI.rPA@ABc
